Auteur; Titre; Chapitre; Lieu; Adresse; Arrondissement; Géoréférencement ; Qualification ; Personnages ; Indication ; Typologie ; Rive ; Attribut
Balzac; Père Goriot; I, una pensione borghese; Théâtre des Italiens (salle Favart); Place Boieldieu; 2; 48.870817, 2.337444; théâtre; Rastignac, madame de Restaud; inexacte; cité; droite; réel
Balzac; Père Goriot; I, una pensione borghese; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Goriot, madame Vauquer, Vautrin; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; I, una pensione borghese; Orefice; rue Dauphine; 6; 48.854843, 2.33943; orfèvre; Goriot; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; I, una pensione borghese; Gobseck; rue des Grès (oggi rue Cujas); 5; 48.847239, 2.344465; maison; Goriot; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; I, una pensione borghese; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Goriot, Vautrin, Christophe, Sylvie, mademoiselle Couture, Taillefer, madame Vauquer, mademoiselle Michonneau, Poiret, Rastignac; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; I, una pensione borghese; rue des Grès; rue Cujas; 5; 48.847239, 2.344465; rue; Rastignac, madame de Restaud; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; I, una pensione borghese; Jardin des Plantes; 57 Rue Cuvier; 5; 48.844288, 2.356155; jardin botanique; Poiret, mademoiselle Michonneau; exact; vécu; gauche; réel
Balzac; Père Goriot; I, una pensione borghese; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Poiret, madame Couture, Victorine, Bianchon, Vautrin, Goriot, Rastignac, mademoiselle Michonneau, madame Vauquer, Christophe; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; I, una pensione borghese; Palais-Royal; Palais-Royal; 1; 48.86618, 2.338518; boutique; Rastignac; inexacte; vécu; droite; réel
Balzac; Père Goriot; I, una pensione borghese; chez madame de Restaud; rue du Helder; 9; 48.871902, 2.334948; maison; Rastignac, Maxime de Trailles, madame de Restaud, conte de Restaud; inexacte; vécu; droite; fictif
Balzac; Père Goriot; I, una pensione borghese; palazzo Beauséant; rue de Grenelle; 7; 48.855556, 2.323637; maison; Rastignac, marchese d’Ajuda-Pinto, madame de Beauséant; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; I, una pensione borghese; Théâtre des Italiens (salle Favart); Place Boieldieu; 2; 48.870817, 2.337444; théâtre; Rastignac, marchese d’Ajuda-Pinto, madame de Beauséant; inexacte; cité; droite; réel
Balzac; Père Goriot; I, una pensione borghese; Opéra; 12 Rue Le Peletier; 9; 48.872755, 2.338658; théâtre; Rastignac, marchese d’Ajuda-Pinto, madame de Beauséant; exact; cité; droite; réel
Balzac; Père Goriot; I, una pensione borghese; palazzo Beauséant; rue de Grenelle; 7; 48.855556, 2.323637; maison; Rastignac, madame de Beauséant, Jacques, duchesse de Langeais; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; I, una pensione borghese; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Vautrin, Bianchon, Goriot; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; I, una pensione borghese; chez madame Restaud; rue du Helder; 9; 48.871902, 2.334948; maison; Rastignac; inexacte; vécu; droite; fictif
Balzac; Père Goriot; I, una pensione borghese; palazzo Beauséant; rue de Grenelle; 7; 48.855556, 2.323637; maison; Rastignac, madame de Beauséant; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; II, L’Ingresso in società; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Vautrin, madame Couture, Poiret, madame Vauquer, Victorine, Sylvie; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; II, L’Ingresso in società; Cadran Bleu; 27 Boulevard du Temple; 3; 48.865032, 2.365321; restaurant; Rastignac, Vautrin; exact; cité; droite; réel
Balzac; Père Goriot; II, L’Ingresso in società; Ambigue-Comique; 62 Boulevard du Temple; 11; 48.866239, 2.365131; théâtre; Rastignac, Vautrin; exact; cité; droite; réel
Balzac; Père Goriot; II, L’Ingresso in società; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Goriot; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; II, L’Ingresso in società; Tuileries; Tuileries; 1; 48.864445, 2.323573; jardin publique; Rastignac; inexacte; vécu; droite; réel
Balzac; Père Goriot; II, L’Ingresso in società; palazzo Beauséant; rue de Grenelle; 7; 48.855556, 2.323637; maison; Rastignac, madame de Beauséant, conte de Bauséant; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; II, L’Ingresso in società; Théâtre des Italiens (salle Favart); Place Boieldieu; 2; 48.870817, 2.337444; théâtre; Rastignac, madame de Beauséant, conte de Bauséant; inexacte; cité; droite; réel
Balzac; Père Goriot; II, L’Ingresso in società; Théâtre des Variétés; 7 Boulevard Montmartre; 2; 48.871403, 2.342088; théâtre; Rastignac, madame de Beauséant, conte de Bauséant; exact; cité; droite; réel
Balzac; Père Goriot; II, L’Ingresso in società; Théâtre des Italiens (salle Favart); Place Boieldieu; 2; 48.870817, 2.337444; théâtre; Rastignac, madame de Beauséant; inexacte; vécu; droite; réel
Balzac; Père Goriot; II, L’Ingresso in società; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Goriot; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; II, L’Ingresso in società; Università; 50 Rue Saint-Jacques; 5; 48.848917, 2.344341; université; Rastignac; exact; vécu; gauche; réel
Balzac; Père Goriot; II, L’Ingresso in società; Luxembourg; 15 rue de Vaugirard; 6; 48.849216, 2.336455; jardin publique; Rastignac, Bianchon; exact; vécu; gauche; réel
Balzac; Père Goriot; II, L’Ingresso in società; Jardin des Plantes; 57 Rue Cuvier; 5; 48.844288, 2.356155; jardin botanique; Rastiganc, Bianchon; exact; cité; gauche; réel
Balzac; Père Goriot; II, L’Ingresso in società; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Bianchon, mademoiselle Michonneau, Poiret, Vautrin, madame Couture, madame Vauquer, Sylvie; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; II, L’Ingresso in società; chez Nuncigen; rue Saint-Lazare; 8; 48.875299, 2.32458; maison; Rastignac, madame Nuncigen; inexacte; vécu; droite; fictif
Balzac; Père Goriot; II, L’Ingresso in società; Théâtre Français; 1 Place Colette; 1; 48.86318, 2.336035; théâtre; Rastignac, madame Nuncigen; exact; cité; droite; réel
Balzac; Père Goriot; II, L’Ingresso in società; Palais-Royal; Galerie de Beaujolais; 1; 48.865954, 2.3384; maison de jeux; Rastignac, madame Nuncigen; inexacte; vécu; droite; réel
Balzac; Père Goriot; II, L’Ingresso in società; chez Nuncigen; rue Saint-Lazare; 8; 48.875299, 2.32458; maison; Rastignac, madame Nuncigen, Thérèse; inexacte; vécu; droite; fictif
Balzac; Père Goriot; II, L’Ingresso in società; Théâtre des Italiens (salle Favart); Place Boieldieu; 2; 48.870817, 2.337444; théâtre; Rastignac, madame Nuncigen ; inexacte; vécu; droite; réel
Balzac; Père Goriot; II, L’Ingresso in società; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Goriot; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; II, L’Ingresso in società; palazzo Beauséant; rue de Grenelle; 7; 48.855556, 2.323637; maison; Rastignac, madame de Beauséant; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; II, L’Ingresso in società; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Goriot, Vautrin; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; II, L’Ingresso in società; chez Nuncigen; rue Saint-Lazare; 8; 48.875299, 2.32458; maison; Rastignac, madame Nuncigen; inexacte; vécu; droite; fictif
Balzac; Père Goriot; II, L’Ingresso in società; Bois de Boulogne; Bois de Boulogne; 16; 48.874066, 2.254352; jardin publique; Rastignac, madame Nuncigen; inexacte; cité; droite; réel
Balzac; Père Goriot; II, L’Ingresso in società; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Bianchon, Vautrin, Poiret, mademoiselle Michonneau, madame Vauquer, madame Couture, mademoiselle Taillefer; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; II, L’Ingresso in società; chez madame de Restaud; rue du Helder; 9; 48.871902, 2.334948; maison; Rastignac, madame Restaud, de Trailles, d’Ajuda; inexacte; vécu; droite; fictif
Balzac; Père Goriot; II, L’Ingresso in società; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Vautrin; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; III, Trompe-La-Mort; Jardin des Plantes; 57 Rue Cuvier; 5; 48.844288, 2.356155; jardin botanique; Poiret, mademoiselle Michonneau, Gondureau; exact; vécu; gauche; réel
Balzac; Père Goriot; III, Trompe-La-Mort; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Poiret, mademoiselle Michonneau, Rastignac, mademoiselle Taillefer, Vautrin, Rastignac, Goriot, Bianchon, madame Vauquer, madame Couture; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; III, Trompe-La-Mort; Polizia; 6 rue Sainte-Anne (oggi Quai des Orfèvres); 1; 48.8554, 2.343046; bureau; mademoiselle Michonneau, Poiret, Gondureau; inexacte; vécu; gauche; réel
Balzac; Père Goriot; III, Trompe-La-Mort; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Goriot, Rastignac, Madame Vauquer, Christophe, madame Couture, Victorine, Poiret, Michonneau, Sylvie, Vautrin; inexacte; vécu; gauche; réel
Balzac; Père Goriot; III, Trompe-La-Mort; Théâtre de la Gaîté; 58, boulevard du Temple (oggi Place de la République); 11; 48.867279, 2.363524; théâtre; madame Vauquer, Vautrin; inexacte; vécu; droite; réel
Balzac; Père Goriot; III, Trompe-La-Mort; Luxembourg; 15 rue de Vaugirard; 6; 48.849216, 2.336455; jardin publique; Rastignac, Bianchon; exact; vécu; gauche; réel
Balzac; Père Goriot; III, Trompe-La-Mort; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Vautrin, madame Vauquer, Bianchon, Sylvie, Michonneau, Poiret, Goriot; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; III, Trompe-La-Mort; Flicoteaux; 22 rue Champollion; 5; 48.848896, 2.342354; restaurant; Bianchon, madame Vauquer, Poiret; exact; cité; gauche; réel
Balzac; Père Goriot; III, Trompe-La-Mort; Café Anglais; 13 Boulevard des Italiens; 2; 48.871363, 2.337518; café; Goriot, Rastignac; exact; cité; droite; réel
Balzac; Père Goriot; III, Trompe-La-Mort; chez Rastignac e Delphine; rue d’Artois; 8; 48.873344, 2.307114; maison; Rastignac, Goriot, Thérèse, Delphine; inexacte; vécu; droite; fictif
Balzac; Père Goriot; III, Trompe-La-Mort; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Goriot, madame Vauquer, Sylvie, Christophe; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; III, Trompe-La-Mort; chez Rastignac e Delphine; rue d’Artois; 8; 48.873344, 2.307114; maison; Rastignac, Thèrèse, Delphine; inexacte; vécu; droite; fictif
Balzac; Père Goriot; III, Trompe-La-Mort; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Goriot; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; IV, La morte del padre; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Goriot, Delphine, Sylvie, madame de Restaud; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; IV, La morte del padre; Théâtre des Italiens (salle Favart); Place Boieldieu; 2; 48.870817, 2.337444; théâtre; Rastignac, Delphine; inexacte; cité; droite; réel
Balzac; Père Goriot; III, Trompe-La-Mort; chez Rastignac e Delphine; rue d’Artois; 8; 48.873344, 2.307114; maison; Rastignac, Delphine; inexacte; vécu; droite; fictif
Balzac; Père Goriot; IV, La morte del padre; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Goriot, Bianchon; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; IV, La morte del padre; Théâtre des Italiens (salle Favart); Place Boieldieu; 2; 48.870817, 2.337444; théâtre; Rastignac, Delphine; inexacte; vécu; droite; réel
Balzac; Père Goriot; IV, La morte del padre; chez Rastignac e Delphine; rue d’Artois; 8; 48.873344, 2.307114; maison; Rastignac, Delphine; inexacte; vécu; droite; fictif
Balzac; Père Goriot; IV, La morte del padre; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Bianchon, Goriot, Sylvie, madame Vauquer, Thérèse; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; IV, La morte del padre; chez Rastignac e Delphine; rue d’Artois; 8; 48.873344, 2.307114; maison; Rastignac, Delphine, Thèrèse; inexacte; vécu; droite; fictif
Balzac; Père Goriot; IV, La morte del padre; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; IV, La morte del padre; chez Rastignac e Delphine; rue d’Artois; 8; 48.873344, 2.307114; maison; Rastignac, Delphine; inexacte; vécu; droite; fictif
Balzac; Père Goriot; IV, La morte del padre; palazzo Beauséant; rue de Grenelle; 7; 48.855556, 2.323637; maison; Rastignac, Delphine, madame de Beauséant, duchessa di Langeais, madame de Restaud; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; IV, La morte del padre; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Bianchon, Goriot, Christophe; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; IV, La morte del padre; chez madame de Restaud; rue du Helder; 9; 48.871902, 2.334948; maison; Rastignac, conte de Restaud, madame de Restaud; inexacte; vécu; droite; fictif
Balzac; Père Goriot; IV, La morte del padre; chez Nuncigen; rue Saint-Lazare; 8; 48.875299, 2.32458; maison; Rastignac, madame Nuncigen, Thérèse; inexacte; vécu; droite; fictif
Balzac; Père Goriot; IV, La morte del padre; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, Goriot, Bianchon, madame Vauquer, Sylvie, Thérèse, madame de Restaud, Christophe; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; IV, La morte del padre; chez Nuncigen; rue Saint-Lazare; 8; 48.875299, 2.32458; maison; Rastignac; inexacte; vécu; droite; fictif
Balzac; Père Goriot; IV, La morte del padre; chez madame de Restaud; rue du Helder; 9; 48.871902, 2.334948; maison; Rastignac; inexacte; vécu; droite; fictif
Balzac; Père Goriot; IV, La morte del padre; pension Vauquer; rue Neuve-Sainte-Geneviève (oggi rue Tournefort); 5; 48.841933, 2.348254; pension; Rastignac, madame Vauquer, Sylvie, Christophe; inexacte; vécu; gauche; fictif
Balzac; Père Goriot; IV, La morte del padre; Saint-Etienne-du-Mont; Place Sainte-Geneviève; 5; 48.846449, 2.348785; église; Rastignac, Christophe; inexacte; vécu; gauche; réel
Balzac; Père Goriot; IV, La morte del padre; Père-Lachaise; 16 Rue du Repos; 20; 48.859785, 2.390791; cimetière; Rastignac, Christophe; exact; vécu; droite; réel
Balzac; Père Goriot; IV, La morte del padre; chez Nuncigen; rue Saint-Lazare; 8; 48.875299, 2.32458; maison; Rastignac; inexacte; vécu; droite; fictif
