Auteur; Titre; Chapitre; Lieu; Adresse; Arrondissement; Géoréférencement ; Qualification ; Personnages ; Indication ; Typologie ; Rive ; Attribut
Stendhal; Le Rouge et le Noir; Parte seconda, VI; Café rue Saint-Honoré; rue Saint-Honoré; 1; 48.863042, 2.335964; café; Julien; inexacte; vécu; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, VI; chez monsieur de Beauvoisis; faubourg Saint Germain; 7; 48.858389, 2.319598; maison; Julien; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, VI; Staub; 92 Rue de Richelieu; 2; 48.870346, 2.339351; boutique; Julien, signor de Beauvoisis; exact; cité; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, VI; Opéra; 12 Rue Le Peletier; 9; 48.872755, 2.338658; théâtre; Julien, signor de Beauvoisis; exact; cité; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, VI; Opéra; 12 Rue Le Peletier; 9; 48.872755, 2.338658; théâtre; Julien, signor de Beauvoisis, cantante Geronimo; exact; vécu; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, VII; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, marchese de La Mole; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, VIII; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, marchese e marchesa de La Mole, Mathilde, duca de Retz, Norbert; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, IX; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, Mathilde; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, X; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, Mathilde; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XI; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, Mathilde; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XII; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Mathilde, Norbert, Croisenois, Julien; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XIII; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Mathilde, Julien, Norbert; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XIII; Opéra; 12 Rue Le Peletier; 9; 48.872755, 2.338658; théâtre; Julien, Mathilde; exact; cité; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, XIII; Opéra Italien salle Favart; Place Boieldieu; 2; 48.870759, 2.337696; théâtre; Julien; inexacte; vécu; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, XIV; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Mathilde, Julien; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XV; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Mathilde, Julien, marchese e marchesa de La Mole; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XVI; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Mathilde, Julien; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XVI; Café Tortoni; 22 Boulevard des Italiens; 9; 48.872014, 2.336861; café; Julien, Mathilde; exact; cité; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, XVII; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Mathilde, Julien; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XVIII; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Mathilde, Julien, marchese de La Mole, Caylus, Luz; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XIX; Opéra Italien salle Favart; Place Boieldieu; 2; 48.870759, 2.337696; théâtre; Mathilde, marchesa de La Mole; exact; vécu; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, XIX; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Mathilde, Julien, marchesa e marchese de La Mole; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XX; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Mathilde, Julien, Norbert, Croisenois, Luz, Caylus; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XXI; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, marchese de La Mole; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XXV; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, marchese de La Mole; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XXV; Opéra-Bouffe; 65 passage Choiseul; 2; 48.86709, 2.335208; théâtre; Julien, cavaliere de Beauvoisis, signora de Fervaques, Mathilde; exact; vécu; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, XXVII; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XXVII; Opéra-Bouffe; 65 passage Choiseul; 2; 48.86709, 2.335208; théâtre; Julien, signora de Fervaques; exact; vécu; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, XXVIII; Opéra; 12 Rue Le Peletier; 9; 48.872755, 2.338658; théâtre; Julien, signora de Fervaques; exact; vécu; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, XIX; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, Mathilde; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XXX; Opéra-Bouffe; 65 passage Choiseul; 2; 48.86709, 2.335208; théâtre; Julien, signora de Fervaques, Mathilde, marchesa de La Mole; exact; vécu; droite; réel
Stendhal; Le Rouge et le Noir; Parte seconda, XXXI; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, Mathilde, marchesa de La Mole; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XXXII; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, Mathilde; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XXXIII; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, marchese de La Mole; inexacte; vécu; gauche; fictif
Stendhal; Le Rouge et le Noir; Parte seconda, XXXV; Palazzo de La Mole; faubourg Saint Germain; 7; 48.856257, 2.32331; maison; Julien, Mathilde; inexacte; vécu; gauche; fictif
